loja,data,temperatura,combustivel,desconto_1,desconto_2,desconto_3,desconto_4,desconto_5,desemprego,feriado,distancia_competidores,clientes
42,05-20,22.56666666666667,3.99,,,,,,0.08494,nao,,202
8,05-20,18.63333333333334,3.907,,,,,,0.06297,nao,,857
15,05-20,13.994444444444444,4.202,,,,,,0.07658000000000001,nao,,146
30,05-20,20.200000000000003,3.907,,,,,,0.07931,nao,,915
35,05-20,15.677777777777777,,,,,,,0.08512,nao,,676
37,05-20,,3.907,,,,,,0.083,nao,,970
25,05-20,13.644444444444446,,,,,,,0.07287,nao,,993
41,05-20,5.061111111111111,,,,,,,0.06934,nao,,439
31,05-20,20.200000000000003,3.907,,,,,,0.07931,nao,,242
11,05-20,24.983333333333334,,,,,,,0.07574,nao,,581
29,05-20,14.755555555555556,,,,,,,0.09966,nao,,687
8,05-27,22.855555555555554,,,,,,,0.06297,nao,,561
39,05-27,,,,,,,,0.083,nao,,483
20,05-27,20.622222222222224,,,,,,,0.07287,nao,,108
6,05-27,27.127777777777776,3.786,,,,,,0.06855,nao,,226
21,05-27,,,,,,,,0.07931,nao,,673
19,05-27,17.333333333333332,,,,,,,0.07658000000000001,nao,,631
23,05-27,17.372222222222224,,,,,,,0.04781,nao,,661
31,05-27,24.922222222222224,,,,,,,0.07931,nao,,977
29,05-27,16.994444444444447,4.034,,,,,,0.09966,nao,,662
45,05-27,20.944444444444443,3.985,,,,,,0.08521000000000001,nao,,432
10,05-27,25.900000000000002,3.933,,,,,,0.08494,nao,,805
43,05-27,27.16111111111111,3.786,,,,,,0.10581,nao,,655
26,05-27,13.744444444444447,4.034,,,,,,0.07818,nao,,419
42,05-27,,3.933,,,,,,0.08494,nao,,988
34,05-27,,3.771,,,,,,0.10581,nao,,455
37,05-27,,3.786,,,,,,0.083,nao,,160
25,05-27,,3.985,,,,,,0.07287,nao,,523
27,05-27,19.12777777777778,4.134,,,,,,0.07725,nao,,650
32,05-27,12.850000000000001,3.795,,,,,,0.08595000000000001,nao,,969
30,05-27,,,,,,,,0.07931,nao,,590
35,05-27,,,,,,,,0.08512,nao,,77
24,05-27,18.744444444444444,,,,,,,0.08212,nao,,509
7,05-27,3.06111111111111,,,,,,,0.08595000000000001,nao,,441
15,05-27,18.81666666666667,4.134,,,,,,0.07658000000000001,nao,,254
36,05-27,27.37777777777778,3.786,,,,,,0.083,nao,,921
9,05-27,26.900000000000002,3.786,,,,,,0.0638,nao,,770
28,05-27,,4.087,,,,,,0.13736,nao,,320
18,05-27,,,,,,,,0.08975,nao,,803
4,05-27,,,,,,,,0.05946,nao,,263
44,05-27,12.566666666666666,3.778,,,,,,0.06906,nao,,597
11,05-27,29.783333333333335,,,,,,,0.07574,nao,,658
41,05-27,10.311111111111112,,,,,,,0.06934,nao,,835
38,05-27,,4.087,,,,,,0.13736,nao,,554
13,05-27,12.566666666666666,3.778,,,,,,0.07193,nao,,374
3,05-27,,,,,,,,0.07574,nao,,637
2,05-27,,3.786,,,,,,0.07931,nao,,167
22,05-27,,4.034,,,,,,0.08252000000000001,nao,,937
17,05-27,10.577777777777776,3.778,,,,,,0.06774,nao,,753
12,05-27,24.81666666666667,4.087,,,,,,0.13736,nao,,459
5,05-27,26.744444444444444,,,,,,,0.06489,nao,,999
14,05-27,20.944444444444443,3.985,,,,,,0.08521000000000001,nao,,280
33,05-27,27.955555555555552,3.933,,,,,,0.08686999999999999,nao,,700
1,05-27,25.4,3.786,,,,,,0.07682,nao,,302
16,05-27,,,,,,,,0.06339,nao,,531
40,05-27,17.283333333333335,4.034,,,,,,0.04781,nao,,580
41,06-03,12.672222222222224,3.763,,,,,,0.06934,nao,,218
32,06-03,,3.763,,,,,,0.08595000000000001,nao,,102
5,06-03,28.783333333333335,3.699,,,,,,0.06489,nao,,554
38,06-03,22.116666666666667,,,,,,,0.13736,nao,,288
10,06-03,27.70555555555556,,,,,,,0.08494,nao,,167
18,06-03,,3.973,,,,,,0.08975,nao,,621
12,06-03,22.116666666666667,4.031,,,,,,0.13736,nao,,36
2,06-03,28.37222222222222,,,,,,,0.07931,nao,,744
3,06-03,29.050000000000004,,,,,,,0.07574,nao,,741
6,06-03,28.894444444444446,,,,,,,0.06855,nao,,353
20,06-03,23.061111111111114,3.922,,,,,,0.07287,nao,,676
8,06-03,27.805555555555557,,,,,,,0.06297,nao,,899
17,06-03,9.783333333333333,3.752,,,,,,0.06774,nao,,73
14,06-03,,,,,,,,0.08521000000000001,nao,,648
37,06-03,,,,,,,,0.083,nao,,353
42,06-03,27.70555555555556,3.893,,,,,,0.08494,nao,,891
25,06-03,21.494444444444444,,,,,,,0.07287,nao,,70
28,06-03,22.116666666666667,,,,,,,0.13736,nao,,425
24,06-03,22.84444444444445,4.069,,,,,,0.08212,nao,,999
27,06-03,23.42777777777778,4.069,,,,,,0.07725,nao,,708
45,06-03,24.65555555555555,3.922,,,,,,0.08521000000000001,nao,,781
1,06-03,,3.699,,,,,,0.07682,nao,,561
23,06-03,19.561111111111106,,,,,,,0.04781,nao,,828
16,06-03,12.266666666666666,3.763,,,,,,0.06339,nao,,642
22,06-03,,3.973,,,,,,0.08252000000000001,nao,,956
9,06-03,29.88888888888889,,,,,,,0.0638,nao,,517
13,06-03,11.533333333333331,3.752,,,,,,0.07193,nao,,428
7,06-03,,3.763,,,,,,0.08595000000000001,nao,,539
4,06-03,25.700000000000003,3.683,,,,,,0.05946,nao,,160
40,06-03,18.977777777777774,,,,,,,0.04781,nao,,149
15,06-03,21.0,4.069,,,,,,0.07658000000000001,nao,,776
44,06-03,,3.752,,,,,,0.06906,nao,,230
11,06-03,30.077777777777776,,,,,,,0.07574,nao,,712
33,06-03,28.294444444444448,3.893,,,,,,0.08686999999999999,nao,,562
39,06-03,28.661111111111115,3.699,,,,,,0.083,nao,,67
19,06-03,,,,,,,,0.07658000000000001,nao,,812
35,06-03,23.42777777777778,3.922,,,,,,0.08512,nao,,381
21,06-03,28.788888888888884,,,,,,,0.07931,nao,,58
30,06-03,28.788888888888884,3.699,,,,,,0.07931,nao,,259
34,06-03,23.688888888888886,,,,,,,0.10581,nao,,342
43,06-03,28.605555555555554,3.699,,,,,,0.10581,nao,,838
36,06-03,,,,,,,,0.083,nao,,130
29,06-03,,3.973,,,,,,0.09966,nao,,727
31,06-03,,3.699,,,,,,0.07931,nao,,172
26,06-03,15.82777777777778,,,,,,,0.07818,nao,,770
7,06-10,,,,,,,,0.08595000000000001,nao,,614
41,06-10,16.166666666666668,3.735,,,,,,0.06934,nao,,209
42,06-10,29.205555555555552,3.981,,,,,,0.08494,nao,,803
40,06-10,17.883333333333333,3.924,,,,,,0.04781,nao,,354
34,06-10,23.649999999999995,3.64,,,,,,0.10581,nao,,471
11,06-10,,,,,,,,0.07574,nao,,798
25,06-10,21.916666666666668,3.881,,,,,,0.07287,nao,,116
33,06-10,30.566666666666663,3.981,,,,,,0.08686999999999999,nao,,264
36,06-10,28.005555555555553,,,,,,,0.083,nao,,662
10,06-10,29.205555555555552,,,,,,,0.08494,nao,,812
9,06-10,29.894444444444446,3.648,,,,,,0.0638,nao,,442
21,06-10,29.283333333333328,3.648,,,,,,0.07931,nao,,548
22,06-10,20.85,3.924,,,,,,0.08252000000000001,nao,,453
28,06-10,25.955555555555556,3.981,,,,,,0.13736,nao,,845
38,06-10,,3.981,,,,,,0.13736,nao,,477
12,06-10,,3.981,,,,,,0.13736,nao,,287
43,06-10,29.894444444444446,3.648,,,,,,0.10581,nao,,303
45,06-10,23.266666666666666,3.881,,,,,,0.08521000000000001,nao,,311
6,06-10,29.16111111111111,3.648,,,,,,0.06855,nao,,208
37,06-10,28.005555555555553,,,,,,,0.083,nao,,618
8,06-10,27.89444444444444,,,,,,,0.06297,nao,,446
19,06-10,20.144444444444446,4.025,,,,,,0.07658000000000001,nao,,670
35,06-10,22.922222222222224,3.881,,,,,,0.08512,nao,,633
16,06-10,13.211111111111112,,,,,,,0.06339,nao,,55
23,06-10,18.461111111111116,,,,,,,0.04781,nao,,912
29,06-10,20.85,,,,,,,0.09966,nao,,12
44,06-10,16.327777777777776,3.732,,,,,,0.06906,nao,,657
15,06-10,,4.025,,,,,,0.07658000000000001,nao,,400
13,06-10,16.327777777777776,3.732,,,,,,0.07193,nao,,908
4,06-10,26.694444444444443,3.64,,,,,,0.05946,nao,,648
1,06-10,,,,,,,,0.07682,nao,,980
39,06-10,,3.648,,,,,,0.083,nao,,515
30,06-10,,,,,,,,0.07931,nao,,656
24,06-10,21.12222222222222,4.025,,,,,,0.08212,nao,,542
31,06-10,29.283333333333328,3.648,,,,,,0.07931,nao,,237
26,06-10,15.472222222222221,3.924,,,,,,0.07818,nao,,279
27,06-10,22.922222222222224,,,,,,,0.07725,nao,,348
32,06-10,18.605555555555554,3.735,,,,,,0.08595000000000001,nao,,627
2,06-10,28.555555555555557,3.648,,,,,,0.07931,nao,,104
20,06-10,23.133333333333333,,,,,,,0.07287,nao,,630
3,06-10,29.35555555555556,3.648,,,,,,0.07574,nao,,517
5,06-10,,,,,,,,0.06489,nao,,980
17,06-10,,3.732,,,,,,0.06774,nao,,872
18,06-10,20.827777777777776,3.924,,,,,,0.08975,nao,,248
14,06-10,,,,,,,,0.08521000000000001,nao,,364
35,06-17,19.461111111111112,3.842,,,,,,0.08512,nao,,321
29,06-17,17.76111111111111,,,,,,,0.09966,nao,,633
26,06-17,12.5,3.873,,,,,,0.07818,nao,,286
44,06-17,17.416666666666668,,,,,,,0.06906,nao,,149
28,06-17,30.466666666666672,3.935,,,,,,0.13736,nao,,84
31,06-17,30.85555555555556,,,,,,,0.07931,nao,,966
36,06-17,29.12777777777778,,,,,,,0.083,nao,,406
11,06-17,,3.637,,,,,,0.07574,nao,,978
32,06-17,,,,,,,,0.08595000000000001,nao,,456
34,06-17,,3.618,,,,,,0.10581,nao,,743
37,06-17,29.12777777777778,3.637,,,,,,0.083,nao,,800
13,06-17,17.416666666666668,3.704,,,,,,0.07193,nao,,161
15,06-17,17.72222222222222,,,,,,,0.07658000000000001,nao,,784
43,06-17,,3.637,,,,,,0.10581,nao,,460
24,06-17,17.96666666666667,,,,,,,0.08212,nao,,550
40,06-17,15.088888888888887,3.873,,,,,,0.04781,nao,,500
41,06-17,16.833333333333332,3.697,,,,,,0.06934,nao,,738
21,06-17,,3.637,,,,,,0.07931,nao,,509
19,06-17,17.788888888888884,,,,,,,0.07658000000000001,nao,,654
7,06-17,,,,,,,,0.08595000000000001,nao,,804
39,06-17,29.561111111111106,,,,,,,0.083,nao,,481
4,06-17,28.616666666666667,3.618,,,,,,0.05946,nao,,663
18,06-17,17.349999999999998,,,,,,,0.08975,nao,,114
30,06-17,30.85555555555556,,,,,,,0.07931,nao,,749
1,06-17,30.227777777777774,,,,,,,0.07682,nao,,578
45,06-17,,3.842,,,,,,0.08521000000000001,nao,,361
25,06-17,17.54444444444444,3.842,,,,,,0.07287,nao,,341
22,06-17,,3.873,,,,,,0.08252000000000001,nao,,770
27,06-17,19.461111111111112,3.989,,,,,,0.07725,nao,,987
42,06-17,,3.935,,,,,,0.08494,nao,,761
9,06-17,31.75,3.637,,,,,,0.0638,nao,,969
17,06-17,13.672222222222222,,,,,,,0.06774,nao,,449
14,06-17,20.73333333333333,,,,,,,0.08521000000000001,nao,,843
2,06-17,30.29444444444444,3.637,,,,,,0.07931,nao,,835
3,06-17,30.533333333333328,,,,,,,0.07574,nao,,180
33,06-17,,3.935,,,,,,0.08686999999999999,nao,,702
6,06-17,30.599999999999998,,,,,,,0.06855,nao,,407
5,06-17,30.466666666666672,3.637,,,,,,0.06489,nao,,666
8,06-17,29.294444444444448,3.637,,,,,,0.06297,nao,,196
20,06-17,19.116666666666664,3.842,,,,,,0.07287,nao,,466
12,06-17,30.466666666666672,,,,,,,0.13736,nao,,311
38,06-17,30.466666666666672,3.935,,,,,,0.13736,nao,,262
10,06-17,,3.935,,,,,,0.08494,nao,,419
23,06-17,16.144444444444446,,,,,,,0.04781,nao,,406
16,06-17,14.633333333333335,,,,,,,0.06339,nao,,939
6,06-24,29.727777777777778,3.594,,,,,,0.06855,nao,,143
19,06-24,,,,,,,,0.07658000000000001,nao,,342
14,06-24,,3.804,,,,,,0.08521000000000001,nao,,316
18,06-24,19.67222222222222,,,,,,,0.08975,nao,,101
7,06-24,,3.661,,,,,,0.08595000000000001,nao,,244
21,06-24,29.84444444444445,3.594,,,,,,0.07931,nao,,490
13,06-24,19.099999999999998,3.668,,,,,,0.07193,nao,,12
4,06-24,27.694444444444443,3.57,,,,,,0.05946,nao,,239
43,06-24,31.27777777777778,3.594,,,,,,0.10581,nao,,561
26,06-24,,,,,,,,0.07818,nao,,42
17,06-24,16.105555555555558,,,,,,,0.06774,nao,,678
1,06-24,28.65555555555555,3.594,,,,,,0.07682,nao,,594
8,06-24,,3.594,,,,,,0.06297,nao,,429
45,06-24,,3.804,,,,,,0.08521000000000001,nao,,803
33,06-24,,3.807,,,,,,0.08686999999999999,nao,,158
22,06-24,20.294444444444444,3.851,,,,,,0.08252000000000001,nao,,216
25,06-24,21.50555555555555,3.804,,,,,,0.07287,nao,,670
30,06-24,29.84444444444445,3.594,,,,,,0.07931,nao,,462
39,06-24,,3.594,,,,,,0.083,nao,,134
24,06-24,,,,,,,,0.08212,nao,,67
40,06-24,,,,,,,,0.04781,nao,,848
2,06-24,,,,,,,,0.07931,nao,,7
38,06-24,,3.898,,,,,,0.13736,nao,,948
10,06-24,,,,,,,,0.08494,nao,,526
32,06-24,,3.661,,,,,,0.08595000000000001,nao,,73
36,06-24,28.86111111111111,3.569,,,,,,0.083,nao,,399
11,06-24,,3.594,,,,,,0.07574,nao,,405
34,06-24,25.08888888888889,,,,,,,0.10581,nao,,675
27,06-24,22.23333333333333,3.964,,,,,,0.07725,nao,,578
3,06-24,29.41111111111111,3.594,,,,,,0.07574,nao,,859
37,06-24,28.86111111111111,3.594,,,,,,0.083,nao,,130
42,06-24,,,,,,,,0.08494,nao,,931
23,06-24,17.666666666666668,3.851,,,,,,0.04781,nao,,466
20,06-24,,,,,,,,0.07287,nao,,206
5,06-24,29.311111111111114,,,,,,,0.06489,nao,,788
44,06-24,19.099999999999998,,,,,,,0.06906,nao,,978
16,06-24,12.422222222222222,3.661,,,,,,0.06339,nao,,768
41,06-24,15.299999999999999,3.661,,,,,,0.06934,nao,,266
29,06-24,20.294444444444444,3.851,,,,,,0.09966,nao,,537
31,06-24,29.84444444444445,3.594,,,,,,0.07931,nao,,962
28,06-24,31.63888888888889,3.898,,,,,,0.13736,nao,,793
15,06-24,,,,,,,,0.07658000000000001,nao,,253
12,06-24,31.63888888888889,3.898,,,,,,0.13736,nao,,822
9,06-24,,,,,,,,0.0638,nao,,289
35,06-24,,3.804,,,,,,0.08512,nao,,164
21,07-01,30.87222222222222,3.524,,,,,,0.07852,nao,,95
33,07-01,36.90555555555556,3.842,,,,,,0.08442,nao,,782
18,07-01,20.97222222222222,3.815,,,,,,0.0889,nao,,833
45,07-01,23.35555555555556,3.748,,,,,,0.08625,nao,,110
4,07-01,,,,,,,,0.056440000000000004,nao,,336
3,07-01,,3.524,,,,,,0.07567,nao,,822
23,07-01,,3.815,,,,,,0.04584,nao,,238
15,07-01,19.683333333333337,3.916,,,,,,0.07806,nao,,381
5,07-01,29.894444444444446,3.524,,,,,,0.06529,nao,,436
44,07-01,,,,,,,,0.06559999999999999,nao,,899
11,07-01,30.238888888888894,,,,,,,0.07567,nao,,483
24,07-01,21.261111111111106,3.916,,,,,,0.08358,nao,,937
14,07-01,23.35555555555556,3.748,,,,,,0.08625,nao,,902
29,07-01,21.555555555555557,3.815,,,,,,0.09863,nao,,25
38,07-01,32.138888888888886,3.842,,,,,,0.13503,nao,,653
37,07-01,29.627777777777776,,,,,,,0.08177,nao,,117
34,07-01,27.75555555555555,,,,,,,0.10641,nao,,482
36,07-01,29.627777777777776,3.502,,,,,,0.08177,nao,,392
32,07-01,,3.597,,,,,,0.08622,nao,,917
10,07-01,35.2,,,,,,,0.08256999999999999,nao,,994
2,07-01,29.827777777777776,3.524,,,,,,0.07852,nao,,964
42,07-01,35.2,,,,,,,0.08256999999999999,nao,,537
16,07-01,17.55,3.597,,,,,,0.06338,nao,,79
12,07-01,32.138888888888886,,,,,,,0.13503,nao,,580
6,07-01,30.555555555555557,3.524,,,,,,0.06924999999999999,nao,,173
17,07-01,19.66111111111111,3.613,,,,,,0.06745,nao,,956
8,07-01,,,,,,,,0.06425,nao,,12
41,07-01,,,,,,,,0.06901,nao,,800
20,07-01,20.92222222222222,3.748,,,,,,0.07274,nao,,128
30,07-01,,3.524,,,,,,0.07852,nao,,608
39,07-01,29.40555555555556,,,,,,,0.08177,nao,,92
35,07-01,,3.748,,,,,,0.08683999999999999,nao,,653
25,07-01,,,,,,,,0.07274,nao,,543
22,07-01,21.555555555555557,3.815,,,,,,0.08023,nao,,846
1,07-01,29.75,3.524,,,,,,0.07962,nao,,532
26,07-01,15.494444444444444,3.815,,,,,,0.07767,nao,,658
31,07-01,30.87222222222222,3.524,,,,,,0.07852,nao,,989
40,07-01,,3.815,,,,,,0.04584,nao,,828
27,07-01,23.200000000000003,3.916,,,,,,0.0785,nao,,447
43,07-01,32.97777777777778,,,,,,,0.10641,nao,,390
9,07-01,31.744444444444444,3.524,,,,,,0.06404,nao,,672
19,07-01,19.799999999999997,,,,,,,0.07806,nao,,861
13,07-01,,3.613,,,,,,0.06877,nao,,43
28,07-01,,3.842,,,,,,0.13503,nao,,254
7,07-01,,,,,,,,0.08622,nao,,130
36,07-08,29.283333333333328,3.44,,,,,,0.08177,nao,,60
16,07-08,18.333333333333332,3.54,,,,,,0.06338,nao,,663
19,07-08,22.88888888888889,3.886,,,,,,0.07806,nao,,467
11,07-08,,3.48,,,,,,0.07567,nao,,287
30,07-08,31.75555555555555,,,,,,,0.07852,nao,,517
42,07-08,,3.793,,,,,,0.08256999999999999,nao,,467
14,07-08,25.272222222222222,,,,,,,0.08625,nao,,930
18,07-08,22.84444444444445,3.784,,,,,,0.0889,nao,,778
31,07-08,,3.48,,,,,,0.07852,nao,,345
33,07-08,,3.793,,,,,,0.08442,nao,,642
17,07-08,21.444444444444443,3.563,,,,,,0.06745,nao,,382
20,07-08,23.716666666666665,3.711,,,,,,0.07274,nao,,779
32,07-08,,3.54,,,,,,0.08622,nao,,690
38,07-08,32.166666666666664,3.705,,,,,,0.13503,nao,,253
2,07-08,,,,,,,,0.07852,nao,,927
8,07-08,,,,,,,,0.06425,nao,,56
29,07-08,23.455555555555556,,,,,,,0.09863,nao,,463
1,07-08,,3.48,,,,,,0.07962,nao,,457
39,07-08,,,,,,,,0.08177,nao,,983
28,07-08,,,,,,,,0.13503,nao,,83
25,07-08,22.022222222222222,3.711,,,,,,0.07274,nao,,905
24,07-08,22.533333333333335,,,,,,,0.08358,nao,,99
15,07-08,23.038888888888888,3.886,,,,,,0.07806,nao,,149
4,07-08,29.216666666666672,3.469,,,,,,0.056440000000000004,nao,,329
44,07-08,,,,,,,,0.06559999999999999,nao,,156
23,07-08,,3.784,,,,,,0.04584,nao,,190
41,07-08,20.272222222222222,,,,,,,0.06901,nao,,494
6,07-08,,3.48,,,,,,0.06924999999999999,nao,,883
13,07-08,25.166666666666668,,,,,,,0.06877,nao,,263
43,07-08,,,,,,,,0.10641,nao,,80
26,07-08,,3.784,,,,,,0.07767,nao,,400
12,07-08,32.166666666666664,3.705,,,,,,0.13503,nao,,764
27,07-08,,3.886,,,,,,0.0785,nao,,609
7,07-08,,3.54,,,,,,0.08622,nao,,260
45,07-08,25.272222222222222,,,,,,,0.08625,nao,,772
21,07-08,31.75555555555555,3.48,,,,,,0.07852,nao,,615
9,07-08,31.688888888888894,3.48,,,,,,0.06404,nao,,552
35,07-08,24.92777777777778,3.711,,,,,,0.08683999999999999,nao,,785
40,07-08,19.922222222222224,3.784,,,,,,0.04584,nao,,101
37,07-08,,3.48,,,,,,0.08177,nao,,359
34,07-08,,,,,,,,0.10641,nao,,380
5,07-08,,3.48,,,,,,0.06529,nao,,820
10,07-08,31.427777777777774,3.793,,,,,,0.08256999999999999,nao,,221
3,07-08,29.65555555555555,3.48,,,,,,0.07567,nao,,820
22,07-08,,,,,,,,0.08023,nao,,420
21,07-15,,3.575,,,,,,0.07852,nao,,124
25,07-15,22.59444444444445,3.76,,,,,,0.07274,nao,,422
44,07-15,,3.553,,,,,,0.06559999999999999,nao,,231
24,07-15,23.572222222222226,3.915,,,,,,0.08358,nao,,690
12,07-15,,3.692,,,,,,0.13503,nao,,63
26,07-15,18.01666666666667,3.827,,,,,,0.07767,nao,,485
36,07-15,29.79444444444444,3.55,,,,,,0.08177,nao,,628
39,07-15,,3.575,,,,,,0.08177,nao,,703
2,07-15,32.12777777777777,3.575,,,,,,0.07852,nao,,574
7,07-15,12.427777777777777,3.532,,,,,,0.08622,nao,,768
38,07-15,31.166666666666668,3.692,,,,,,0.13503,nao,,483
35,07-15,,,,,,,,0.08683999999999999,nao,,519
20,07-15,23.82222222222222,,,,,,,0.07274,nao,,155
34,07-15,25.605555555555558,3.563,,,,,,0.10641,nao,,92
8,07-15,29.033333333333335,3.575,,,,,,0.06425,nao,,982
45,07-15,25.816666666666666,3.76,,,,,,0.08625,nao,,526
43,07-15,29.261111111111113,3.575,,,,,,0.10641,nao,,455
11,07-15,31.27777777777778,,,,,,,0.07567,nao,,741
15,07-15,,,,,,,,0.07806,nao,,598
23,07-15,,3.827,,,,,,0.04584,nao,,645
27,07-15,25.46111111111111,,,,,,,0.0785,nao,,510
4,07-15,,3.563,,,,,,0.056440000000000004,nao,,183
28,07-15,31.166666666666668,3.692,,,,,,0.13503,nao,,386
13,07-15,24.21666666666667,3.553,,,,,,0.06877,nao,,574
1,07-15,31.411111111111115,3.575,,,,,,0.07962,nao,,731
17,07-15,,3.553,,,,,,0.06745,nao,,405
33,07-15,,,,,,,,0.08442,nao,,246
32,07-15,21.416666666666668,,,,,,,0.08622,nao,,742
14,07-15,25.816666666666666,,,,,,,0.08625,nao,,591
22,07-15,24.0,3.827,,,,,,0.08023,nao,,661
18,07-15,23.533333333333335,3.827,,,,,,0.0889,nao,,650
6,07-15,31.62777777777778,,,,,,,0.06924999999999999,nao,,471
10,07-15,30.005555555555556,,,,,,,0.08256999999999999,nao,,826
40,07-15,,,,,,,,0.04584,nao,,888
3,07-15,30.633333333333333,,,,,,,0.07567,nao,,423
31,07-15,32.80555555555556,3.575,,,,,,0.07852,nao,,901
19,07-15,,,,,,,,0.07806,nao,,65
9,07-15,,3.575,,,,,,0.06404,nao,,13
29,07-15,24.0,,,,,,,0.09863,nao,,213
5,07-15,31.466666666666665,,,,,,,0.06529,nao,,986
16,07-15,18.42222222222222,,,,,,,0.06338,nao,,242
41,07-15,20.100000000000005,3.532,,,,,,0.06901,nao,,493
42,07-15,30.005555555555556,3.779,,,,,,0.08256999999999999,nao,,213
37,07-15,,,,,,,,0.08177,nao,,693
30,07-15,,,,,,,,0.07852,nao,,338
34,07-22,,3.627,,,,,,0.10641,nao,,997
12,07-22,32.87222222222223,3.794,,,,,,0.13503,nao,,173
6,07-22,31.144444444444446,3.651,,,,,,0.06924999999999999,nao,,672
40,07-22,22.96666666666667,,,,,,,0.04584,nao,,164
22,07-22,25.438888888888894,,,,,,,0.08023,nao,,465
18,07-22,25.933333333333337,,,,,,,0.0889,nao,,995
7,07-22,,3.545,,,,,,0.08622,nao,,497
5,07-22,,3.651,,,,,,0.06529,nao,,700
27,07-22,27.933333333333334,,,,,,,0.0785,nao,,395
30,07-22,32.37222222222222,,,,,,,0.07852,nao,,703
14,07-22,27.96111111111111,3.811,,,,,,0.08625,nao,,917
20,07-22,,3.811,,,,,,0.07274,nao,,308
32,07-22,,3.545,,,,,,0.08622,nao,,768
16,07-22,,,,,,,,0.06338,nao,,183
21,07-22,32.37222222222222,,,,,,,0.07852,nao,,629
31,07-22,,,,,,,,0.07852,nao,,794
1,07-22,29.87222222222222,3.651,,,,,,0.07962,nao,,510
41,07-22,23.394444444444446,3.545,,,,,,0.06901,nao,,708
17,07-22,21.011111111111106,3.563,,,,,,0.06745,nao,,546
2,07-22,,3.651,,,,,,0.07852,nao,,564
8,07-22,,,,,,,,0.06425,nao,,624
25,07-22,,3.811,,,,,,0.07274,nao,,764
24,07-22,,3.972,,,,,,0.08358,nao,,594
15,07-22,,3.972,,,,,,0.07806,nao,,744
44,07-22,25.833333333333332,,,,,,,0.06559999999999999,nao,,227
42,07-22,,,,,,,,0.08256999999999999,nao,,745
23,07-22,,3.882,,,,,,0.04584,nao,,733
4,07-22,,3.627,,,,,,0.056440000000000004,nao,,436
37,07-22,28.505555555555556,3.651,,,,,,0.08177,nao,,925
28,07-22,32.87222222222223,,,,,,,0.13503,nao,,422
39,07-22,,3.651,,,,,,0.08177,nao,,554
29,07-22,25.438888888888894,3.882,,,,,,0.09863,nao,,21
35,07-22,27.933333333333334,3.811,,,,,,0.08683999999999999,nao,,554
9,07-22,31.71111111111111,,,,,,,0.06404,nao,,397
38,07-22,32.87222222222223,,,,,,,0.13503,nao,,625
11,07-22,31.0,3.651,,,,,,0.07567,nao,,105
13,07-22,,3.563,,,,,,0.06877,nao,,192
45,07-22,27.96111111111111,,,,,,,0.08625,nao,,17
19,07-22,,3.972,,,,,,0.07806,nao,,120
43,07-22,31.43333333333333,,,,,,,0.10641,nao,,393
33,07-22,36.205555555555556,,,,,,,0.08442,nao,,425
36,07-22,,3.637,,,,,,0.08177,nao,,129
10,07-22,,3.697,,,,,,0.08256999999999999,nao,,130
3,07-22,30.105555555555554,3.651,,,,,,0.07567,nao,,572
26,07-22,20.84444444444444,3.882,,,,,,0.07767,nao,,560
6,07-29,,,,,,,,0.06924999999999999,nao,,29
24,07-29,,4.004,,,,,,0.08358,nao,,97
41,07-29,21.833333333333332,,,,,,,0.06901,nao,,10
34,07-29,,3.659,,,,,,0.10641,nao,,242
45,07-29,27.394444444444446,3.829,,,,,,0.08625,nao,,826
10,07-29,,,,,,,,0.08256999999999999,nao,,956
18,07-29,,,,,,,,0.0889,nao,,232
40,07-29,19.694444444444443,3.898,,,,,,0.04584,nao,,789
12,07-29,34.050000000000004,3.805,,,,,,0.13503,nao,,284
17,07-29,20.32777777777778,3.574,,,,,,0.06745,nao,,715
14,07-29,27.394444444444446,,,,,,,0.08625,nao,,759
2,07-29,32.261111111111106,3.682,,,,,,0.07852,nao,,802
31,07-29,,3.682,,,,,,0.07852,nao,,776
44,07-29,,3.574,,,,,,0.06559999999999999,nao,,955
3,07-29,31.149999999999995,,,,,,,0.07567,nao,,726
8,07-29,30.25555555555555,3.682,,,,,,0.06425,nao,,200
28,07-29,34.050000000000004,3.805,,,,,,0.13503,nao,,945
19,07-29,23.811111111111114,,,,,,,0.07806,nao,,79
25,07-29,23.733333333333334,3.829,,,,,,0.07274,nao,,913
4,07-29,,,,,,,,0.056440000000000004,nao,,956
42,07-29,30.416666666666668,3.694,,,,,,0.08256999999999999,nao,,855
43,07-29,28.572222222222226,3.682,,,,,,0.10641,nao,,856
37,07-29,,3.682,,,,,,0.08177,nao,,173
11,07-29,,3.682,,,,,,0.07567,nao,,467
27,07-29,,4.004,,,,,,0.0785,nao,,581
38,07-29,34.050000000000004,3.805,,,,,,0.13503,nao,,416
13,07-29,25.34444444444445,,,,,,,0.06877,nao,,940
16,07-29,19.355555555555558,3.547,,,,,,0.06338,nao,,449
1,07-29,,,,,,,,0.07962,nao,,87
26,07-29,,,,,,,,0.07767,nao,,101
7,07-29,13.699999999999998,,,,,,,0.08622,nao,,8
5,07-29,,3.682,,,,,,0.06529,nao,,845
23,07-29,,3.898,,,,,,0.04584,nao,,200
20,07-29,25.26111111111111,3.829,,,,,,0.07274,nao,,505
