id,loja,setor,data,vendas_semanais,feriado
205634,4,80,06-10,16028.14,nao
205635,39,12,06-10,5117.36,nao
205636,9,54,06-10,65.92,nao
205637,8,4,06-10,20273.24,nao
205638,35,81,06-10,6614.68,nao
205639,22,2,06-10,51398.98,nao
205640,39,33,06-10,765861.789968276,nao
205641,28,52,06-10,2239.85,nao
205642,18,67,06-10,9862.04,nao
205643,22,87,06-10,11948.68,nao
205644,45,23,06-10,26562.84,nao
205645,44,59,06-10,959425.260308368,nao
205646,25,54,06-10,,nao
205647,40,34,06-10,949885.0583782573,nao
205648,42,23,06-10,75.2,nao
205649,12,42,06-10,5823.33,nao
205650,24,10,06-10,998999.3336553918,nao
205651,22,1,06-10,10912.68,nao
205652,18,6,06-10,3878.35,nao
205653,39,11,06-10,21051.68,nao
205654,41,98,06-10,9014.52,nao
205655,22,93,06-10,3047.52,nao
205656,2,79,06-10,33577.51,nao
205657,40,35,06-10,3296.0,nao
205658,40,48,06-10,117.0,nao
205659,11,85,06-10,1739.96,nao
205660,16,81,06-10,4677.07,nao
205661,25,50,06-10,2057.0,nao
205662,14,41,06-10,3729.64,nao
205663,28,91,06-10,,nao
205664,21,98,06-10,143.47,nao
205665,14,94,06-10,73930.95,nao
205666,24,5,06-10,19655.17,nao
205667,27,80,06-10,27874.75,nao
205668,21,32,06-10,7081.16,nao
205669,3,24,06-10,2300.56,nao
205670,31,81,06-10,27245.0,nao
205671,1,85,06-10,2650.03,nao
205672,30,8,06-10,11198.38,nao
205673,8,41,06-10,823835.6009530001,nao
205674,9,87,06-10,14831.35,nao
205675,26,96,06-10,21585.07,nao
205676,7,18,06-10,0.1,nao
205677,1,32,06-10,7260.41,nao
205678,44,16,06-10,1399.89,nao
205679,11,87,06-10,925957.5058567235,nao
205680,35,25,06-10,16047.93,nao
205681,44,81,06-10,7619.39,nao
205682,15,25,06-10,,nao
205683,13,79,06-10,54410.27,nao
205684,12,40,06-10,,nao
205685,1,7,06-10,38569.49,nao
205686,4,58,06-10,961249.1411968056,nao
205687,18,71,06-10,4752.18,nao
205688,42,38,06-10,33079.79,nao
205689,1,20,06-10,4933.74,nao
205690,34,49,06-10,3542.55,nao
205691,20,60,06-10,616.0,nao
205692,29,40,06-10,28375.33,nao
205693,41,28,06-10,331.2,nao
205694,44,91,06-10,18959.37,nao
205695,24,4,06-10,30101.07,nao
205696,6,59,06-10,278.58,nao
205697,7,1,06-10,7728.34,nao
205698,1,81,06-10,30405.2,nao
205699,2,21,06-10,9474.59,nao
205700,34,5,06-10,18178.19,nao
205701,15,11,06-10,19612.6,nao
205702,5,3,06-10,2765.17,nao
205703,16,8,06-10,15083.84,nao
205704,33,31,06-10,7.0,nao
205705,35,23,06-10,47179.3,nao
205706,13,74,06-10,25407.22,nao
205707,12,41,06-10,88.5,nao
205708,24,6,06-10,4245.56,nao
205709,31,16,06-10,14880.25,nao
205710,4,38,06-10,90324.41,nao
205711,33,26,06-10,50.5,nao
205712,32,58,06-10,2950.0,nao
205713,11,20,06-10,,nao
205714,32,30,06-10,2437.7,nao
205715,42,31,06-10,61.0,nao
205716,19,1,06-10,,nao
205717,39,34,06-10,21328.7,nao
205718,43,8,06-10,12375.27,nao
205719,11,83,06-10,3310.58,nao
205720,31,83,06-10,7990.32,nao
205721,8,27,06-10,628.78,nao
205722,34,31,06-10,704.57,nao
205723,26,29,06-10,3193.14,nao
205724,25,52,06-10,1298.26,nao
205725,42,90,06-10,60651.74,nao
205726,17,30,06-10,2600.84,nao
205727,35,26,06-10,14933.99,nao
205728,45,25,06-10,866738.015822108,nao
205729,32,92,06-10,97694.0,nao
205730,16,12,06-10,5716.34,nao
205731,44,32,06-10,45.0,nao
205732,43,23,06-10,,nao
205733,25,3,06-10,6505.89,nao
205734,7,33,06-10,1654.15,nao
205735,27,59,06-10,,nao
205736,6,36,06-10,8674.0,nao
205737,14,80,06-10,,nao
205738,13,6,06-10,10153.89,nao
205739,41,40,06-10,53984.79,nao
205740,10,36,06-10,8212.0,nao
205741,15,91,06-10,855460.5066131877,nao
205742,35,56,06-10,,nao
205743,14,58,06-10,,nao
205744,40,85,06-10,1521.34,nao
205745,20,67,06-10,20506.88,nao
205746,9,30,06-10,2279.38,nao
205747,32,5,06-10,14871.25,nao
205748,22,92,06-10,46839.01,nao
205749,15,38,06-10,56598.23,nao
205750,38,72,06-10,182.81,nao
205751,5,58,06-10,180.0,nao
205752,7,94,06-10,357.96,nao
205753,4,8,06-10,60206.42,nao
205754,29,7,06-10,17507.34,nao
205755,26,30,06-10,,nao
205756,8,17,06-10,6265.8,nao
205757,20,74,06-10,17231.22,nao
205758,27,20,06-10,12519.04,nao
205759,17,55,06-10,,nao
205760,29,6,06-10,882314.4733657243,nao
205761,14,59,06-10,301.11,nao
205762,40,94,06-10,44356.26,nao
205763,20,81,06-10,34135.4,nao
205764,31,41,06-10,,nao
205765,11,23,06-10,33023.63,nao
205766,32,32,06-10,6922.49,nao
205767,24,16,06-10,46062.0,nao
205768,28,42,06-10,6572.44,nao
205769,42,11,06-10,,nao
205770,8,18,06-10,0.5,nao
205771,21,28,06-10,515.16,nao
205772,34,83,06-10,2534.84,nao
205773,30,94,06-10,24733.32,nao
205774,45,34,06-10,16361.38,nao
205775,6,4,06-10,35683.36,nao
205776,29,90,06-10,10034.68,nao
205777,25,58,06-10,720.0,nao
205778,29,35,06-10,3049.0,nao
205779,19,34,06-10,21881.01,nao
205780,35,92,06-10,,nao
205781,28,4,06-10,,nao
205782,3,31,06-10,814.12,nao
205783,11,74,06-10,22469.22,nao
205784,39,85,06-10,1628.36,nao
205785,38,12,06-10,47.2,nao
205786,10,40,06-10,94161.62,nao
205787,33,20,06-10,,nao
205788,2,82,06-10,799643.9533461424,nao
205789,16,35,06-10,999.0,nao
205790,40,33,06-10,2423.63,nao
205791,41,6,06-10,6856.25,nao
205792,41,10,06-10,,nao
205793,22,81,06-10,12484.05,nao
205794,8,91,06-10,,nao
205795,7,21,06-10,1544.61,nao
205796,34,52,06-10,930.0,nao
205797,24,14,06-10,13234.5,nao
205798,13,67,06-10,16636.42,nao
205799,35,55,06-10,876522.6410656701,nao
205800,28,72,06-10,44794.73,nao
205801,3,91,06-10,302.71,nao
205802,8,26,06-10,5524.59,nao
205803,16,94,06-10,27.16,nao
205804,38,96,06-10,12283.02,nao
205805,38,17,06-10,385.96,nao
205806,45,58,06-10,2460.0,nao
205807,4,35,06-10,,nao
205808,20,6,06-10,6218.32,nao
205809,6,83,06-10,4123.99,nao
205810,45,27,06-10,941.02,nao
205811,5,60,06-10,211.2,nao
205812,40,5,06-10,12856.88,nao
205813,7,71,06-10,2498.13,nao
205814,10,87,06-10,22562.72,nao
205815,28,93,06-10,51000.16,nao
205816,3,6,06-10,1611.26,nao
205817,38,79,06-10,8915.16,nao
205818,17,79,06-10,26508.25,nao
205819,24,17,06-10,,nao
205820,39,13,06-10,809224.8928657693,nao
205821,22,79,06-10,16907.02,nao
205822,6,40,06-10,,nao
205823,41,26,06-10,7570.08,nao
205824,26,97,06-10,20259.48,nao
205825,2,13,06-10,44499.26,nao
205826,31,1,06-10,13071.35,nao
205827,31,6,06-10,921141.5942493435,nao
205828,14,51,06-10,997563.1236530957,nao
205829,27,58,06-10,1655.0,nao
205830,6,58,06-10,2715.0,nao
205831,11,72,06-10,58195.88,nao
205832,18,59,06-10,185.37,nao
205833,26,22,06-10,4056.45,nao
205834,5,4,06-10,9937.24,nao
205835,42,46,06-10,6441.27,nao
205836,2,60,06-10,290.4,nao
205837,34,9,06-10,20369.8,nao
205838,7,31,06-10,1096.66,nao
205839,26,23,06-10,14554.54,nao
205840,42,4,06-10,15047.89,nao
205841,39,31,06-10,1789.0,nao
205842,22,5,06-10,12702.98,nao
205843,15,46,06-10,12796.32,nao
205844,3,82,06-10,6398.87,nao
205845,16,28,06-10,108.4,nao
205846,43,20,06-10,5.97,nao
205847,13,32,06-10,11562.86,nao
205848,35,82,06-10,,nao
205849,3,25,06-10,4596.33,nao
205850,2,26,06-10,8316.9,nao
205851,13,60,06-10,827.2,nao
205852,10,41,06-10,5069.19,nao
205853,45,24,06-10,890608.8760093239,nao
205854,19,56,06-10,13888.7,nao
205855,24,96,06-10,14156.92,nao
205856,35,9,06-10,22846.03,nao
205857,14,42,06-10,8265.0,nao
205858,5,42,06-10,2961.1,nao
205859,20,82,06-10,27213.08,nao
205860,37,79,06-10,7276.99,nao
205861,22,80,06-10,1792.21,nao
205862,24,97,06-10,,nao
205863,28,25,06-10,16632.96,nao
205864,11,79,06-10,27330.68,nao
205865,19,98,06-10,12694.14,nao
205866,22,3,06-10,965433.4305304947,nao
205867,29,87,06-10,9742.69,nao
205868,27,79,06-10,37210.42,nao
205869,14,14,06-10,21620.66,nao
205870,24,11,06-10,24132.37,nao
205871,2,71,06-10,4582.01,nao
205872,6,17,06-10,14809.05,nao
205873,3,36,06-10,1906.0,nao
205874,13,71,06-10,8458.76,nao
205875,38,74,06-10,382.28,nao
205876,38,10,06-10,,nao
205877,25,55,06-10,4807.98,nao
205878,36,8,06-10,,nao
205879,22,83,06-10,,nao
205880,20,79,06-10,,nao
205881,24,98,06-10,8990.66,nao
205882,29,36,06-10,3316.0,nao
205883,26,25,06-10,7668.25,nao
205884,34,30,06-10,2350.9,nao
205885,17,93,06-10,3956.7,nao
205886,3,95,06-10,19379.57,nao
205887,33,21,06-10,170.81,nao
205888,42,98,06-10,6138.81,nao
205889,3,44,06-10,2055.16,nao
205890,43,80,06-10,18258.0,nao
205891,21,30,06-10,5372.74,nao
205892,29,20,06-10,3581.63,nao
205893,22,85,06-10,3697.79,nao
205894,32,31,06-10,2231.94,nao
205895,45,31,06-10,1749.31,nao
205896,19,25,06-10,14892.35,nao
205897,5,13,06-10,10965.13,nao
205898,34,7,06-10,21300.73,nao
205899,45,52,06-10,1085.46,nao
205900,1,91,06-10,72773.22,nao
205901,12,44,06-10,5659.31,nao
205902,11,81,06-10,12624.47,nao
205903,7,87,06-10,10160.28,nao
205904,26,26,06-10,3030.39,nao
205905,19,90,06-10,66009.64,nao
205906,7,82,06-10,9011.34,nao
205907,30,90,06-10,33846.64,nao
205908,44,60,06-10,308.0,nao
205909,10,90,06-10,,nao
205910,34,85,06-10,2026.38,nao
205911,14,95,06-10,171520.18,nao
205912,16,5,06-10,9235.56,nao
205913,18,3,06-10,9310.66,nao
205914,19,2,06-10,49146.65,nao
205915,5,87,06-10,9555.43,nao
205916,16,71,06-10,2240.83,nao
205917,32,56,06-10,17003.54,nao
205918,22,82,06-10,17425.66,nao
205919,20,80,06-10,40579.71,nao
205920,15,36,06-10,2878.0,nao
205921,6,98,06-10,790149.0313545063,nao
205922,1,8,06-10,919693.2647012033,nao
205923,13,31,06-10,,nao
205924,18,60,06-10,105.6,nao
205925,37,83,06-10,,nao
205926,20,12,06-10,9726.08,nao
205927,26,24,06-10,2267.33,nao
205928,18,28,06-10,854.64,nao
205929,44,6,06-10,88.08,nao
205930,35,31,06-10,3694.06,nao
205931,22,4,06-10,33526.08,nao
205932,12,46,06-10,37182.97,nao
205933,2,35,06-10,970435.5116532956,nao
205934,25,56,06-10,10012.56,nao
205935,24,13,06-10,27726.77,nao
205936,36,80,06-10,22321.6,nao
205937,27,11,06-10,29351.52,nao
205938,2,44,06-10,6637.05,nao
205939,34,8,06-10,25793.0,nao
205940,36,98,06-10,7788.43,nao
205941,31,74,06-10,13845.32,nao
205942,40,21,06-10,4807.45,nao
205943,18,18,06-10,-3.69,nao
205944,30,56,06-10,1.0,nao
205945,1,44,06-10,3994.08,nao
205946,6,38,06-10,75032.33,nao
205947,41,90,06-10,68344.24,nao
205948,44,14,06-10,410.47,nao
205949,1,40,06-10,56035.29,nao
205950,11,80,06-10,13290.89,nao
205951,30,7,06-10,800.28,nao
205952,2,9,06-10,39730.27,nao
205953,15,19,06-10,864.57,nao
205954,21,29,06-10,4712.54,nao
205955,32,93,06-10,33512.71,nao
205956,24,12,06-10,4603.27,nao
205957,16,21,06-10,3773.29,nao
205958,10,1,06-10,,nao
205959,38,25,06-10,114.29,nao
205960,11,22,06-10,11845.4,nao
205961,37,11,06-10,,nao
205962,20,22,06-10,8211.46,nao
205963,2,30,06-10,5385.08,nao
205964,27,50,06-10,4101.5,nao
205965,42,2,06-10,16512.57,nao
205966,9,12,06-10,,nao
205967,39,32,06-10,7781.4,nao
205968,13,4,06-10,41961.89,nao
205969,45,28,06-10,,nao
205970,15,27,06-10,1073.68,nao
205971,36,7,06-10,557.46,nao
205972,36,20,06-10,46.04,nao
205973,30,28,06-10,817857.5058112529,nao
205974,13,46,06-10,47069.52,nao
205975,9,25,06-10,5584.28,nao
205976,38,2,06-10,11151.02,nao
205977,24,79,06-10,,nao
205978,11,41,06-10,489.83,nao
205979,22,33,06-10,8361.65,nao
205980,21,6,06-10,4811.93,nao
205981,44,10,06-10,190.39,nao
205982,5,81,06-10,2437.71,nao
205983,22,19,06-10,-3.81,nao
205984,4,24,06-10,9341.55,nao
205985,18,23,06-10,,nao
205986,12,81,06-10,7388.08,nao
205987,19,85,06-10,,nao
205988,33,7,06-10,415.36,nao
205989,30,92,06-10,979410.454491152,nao
205990,7,13,06-10,815721.5970278268,nao
205991,17,67,06-10,7966.15,nao
205992,2,96,06-10,37271.77,nao
205993,37,91,06-10,31845.85,nao
205994,30,3,06-10,428.43,nao
205995,24,44,06-10,4026.9,nao
205996,16,34,06-10,8933.9,nao
205997,14,71,06-10,6731.56,nao
205998,38,87,06-10,,nao
205999,43,90,06-10,67458.17,nao
206000,15,13,06-10,19056.56,nao
206001,37,27,06-10,17.44,nao
206002,26,2,06-10,27287.21,nao
206003,31,60,06-10,210.4,nao
206004,18,52,06-10,3010.34,nao
206005,17,27,06-10,1120.53,nao
206006,29,24,06-10,4952.74,nao
206007,22,34,06-10,33274.21,nao
206008,28,98,06-10,12112.17,nao
206009,34,58,06-10,1650.0,nao
206010,27,16,06-10,69169.63,nao
206011,22,18,06-10,-5.0,nao
206012,40,96,06-10,,nao
206013,16,14,06-10,7481.72,nao
206014,45,97,06-10,7591.46,nao
206015,32,49,06-10,974805.0158764947,nao
206016,35,46,06-10,16683.45,nao
206017,14,32,06-10,14130.08,nao
206018,17,71,06-10,2795.82,nao
206019,42,94,06-10,40129.89,nao
206020,24,42,06-10,5771.16,nao
206021,38,27,06-10,24.94,nao
206022,2,45,06-10,5.77,nao
206023,10,79,06-10,35669.08,nao
206024,39,18,06-10,-6.2,nao
206025,34,71,06-10,1695.98,nao
206026,5,41,06-10,282.0,nao
206027,8,7,06-10,26948.22,nao
206028,6,90,06-10,54344.89,nao
206029,39,95,06-10,104115.12,nao
206030,10,4,06-10,47469.07,nao
206031,32,41,06-10,2197.25,nao
206032,10,58,06-10,6345.0,nao
206033,10,11,06-10,33364.67,nao
206034,40,27,06-10,658.24,nao
206035,5,74,06-10,2985.57,nao
206036,24,74,06-10,11992.96,nao
206037,17,31,06-10,1701.72,nao
206038,19,8,06-10,42140.08,nao
206039,7,52,06-10,850.42,nao
206040,6,48,06-10,1178.0,nao
206041,9,38,06-10,83295.74,nao
206042,40,95,06-10,900777.004993136,nao
206043,30,38,06-10,55974.28,nao
206044,32,12,06-10,3528.29,nao
206045,13,45,06-10,83.58,nao
206046,10,3,06-10,19496.34,nao
206047,11,40,06-10,50283.25,nao
206048,25,98,06-10,870845.8162549987,nao
206049,22,20,06-10,8336.83,nao
206050,22,31,06-10,1926.14,nao
206051,37,55,06-10,11.88,nao
206052,31,21,06-10,4080.3,nao
206053,21,17,06-10,7071.36,nao
206054,41,52,06-10,1319.6,nao
206055,33,1,06-10,2216.09,nao
206056,17,8,06-10,19632.3,nao
206057,29,98,06-10,65.66,nao
206058,27,36,06-10,5591.0,nao
206059,9,59,06-10,-5.19,nao
206060,12,82,06-10,15240.12,nao
206061,14,49,06-10,11544.01,nao
206062,1,2,06-10,46363.93,nao
206063,24,46,06-10,16540.14,nao
206064,3,28,06-10,87.42,nao
206065,31,56,06-10,1433.71,nao
206066,7,83,06-10,776.94,nao
206067,29,3,06-10,5290.93,nao
206068,11,31,06-10,2311.81,nao
206069,5,22,06-10,2170.76,nao
206070,39,23,06-10,22146.32,nao
206071,19,30,06-10,,nao
206072,40,1,06-10,13945.42,nao
206073,25,83,06-10,221.0,nao
206074,26,1,06-10,15574.33,nao
206075,40,24,06-10,851855.2263010971,nao
206076,29,28,06-10,384.05,nao
206077,7,23,06-10,12570.77,nao
206078,9,32,06-10,,nao
206079,15,34,06-10,19807.7,nao
206080,6,54,06-10,935193.0424924362,nao
206081,22,32,06-10,6271.28,nao
206082,10,59,06-10,362.52,nao
206083,17,97,06-10,7991.37,nao
206084,17,52,06-10,3407.83,nao
206085,21,7,06-10,26997.87,nao
206086,5,38,06-10,47236.86,nao
206087,2,14,06-10,17394.06,nao
206088,16,44,06-10,3156.36,nao
206089,8,22,06-10,,nao
206090,41,23,06-10,21762.11,nao
206091,18,51,06-10,7.0,nao
206092,36,4,06-10,8893.28,nao
206093,43,11,06-10,,nao
206094,15,26,06-10,5090.71,nao
206095,13,37,06-10,3063.27,nao
206096,19,54,06-10,945476.8729560694,nao
206097,11,42,06-10,5564.88,nao
206098,34,72,06-10,904673.5960834747,nao
206099,18,26,06-10,11182.74,nao
206100,14,26,06-10,11866.57,nao
206101,39,94,06-10,62633.98,nao
206102,20,21,06-10,12138.19,nao
206103,24,38,06-10,62907.77,nao
206104,40,79,06-10,987518.9443820919,nao
206105,9,7,06-10,15347.85,nao
206106,44,67,06-10,1317.7,nao
206107,13,49,06-10,9038.23,nao
206108,7,36,06-10,1290.0,nao
206109,15,67,06-10,6502.11,nao
206110,36,81,06-10,11262.06,nao
206111,37,9,06-10,822898.3270807655,nao
206112,43,93,06-10,38316.64,nao
206113,25,81,06-10,7463.99,nao
206114,4,28,06-10,827.6,nao
206115,45,41,06-10,2306.63,nao
206116,32,40,06-10,57504.82,nao
206117,40,58,06-10,2905.0,nao
206118,1,93,06-10,81251.13,nao
206119,40,56,06-10,10301.43,nao
206120,37,56,06-10,48.38,nao
206121,8,9,06-10,14344.4,nao
206122,6,46,06-10,,nao
206123,41,27,06-10,1051.85,nao
206124,27,52,06-10,1961.65,nao
206125,11,45,06-10,62.82,nao
206126,10,80,06-10,924.41,nao
206127,43,14,06-10,1329.96,nao
206128,42,10,06-10,370.71,nao
206129,22,16,06-10,53775.07,nao
206130,18,7,06-10,36172.72,nao
206131,31,4,06-10,34755.63,nao
206132,2,36,06-10,8020.0,nao
206133,45,54,06-10,34.8,nao
206134,26,5,06-10,10974.92,nao
206135,34,17,06-10,5916.88,nao
206136,30,40,06-10,20994.2,nao
206137,31,82,06-10,19418.14,nao
206138,24,37,06-10,2498.44,nao
206139,37,81,06-10,10357.09,nao
206140,2,46,06-10,,nao
206141,36,14,06-10,1491.85,nao
206142,22,36,06-10,6861.0,nao
206143,2,49,06-10,888770.0058940931,nao
206144,22,38,06-10,84583.58,nao
206145,28,35,06-10,3150.91,nao
206146,33,9,06-10,95.36,nao
206147,19,31,06-10,2233.08,nao
206148,21,3,06-10,9179.45,nao
206149,42,25,06-10,750532.4222054017,nao
206150,42,14,06-10,1282.74,nao
206151,16,92,06-10,19917.72,nao
206152,24,81,06-10,27302.83,nao
206153,21,20,06-10,6842.08,nao
206154,27,1,06-10,21448.2,nao
206155,16,74,06-10,,nao
206156,40,2,06-10,25203.79,nao
206157,17,7,06-10,21069.96,nao
206158,16,33,06-10,,nao
206159,38,93,06-10,19684.18,nao
206160,29,29,06-10,4102.15,nao
206161,8,85,06-10,2064.01,nao
206162,21,19,06-10,886808.9222003665,nao
206163,24,41,06-10,838566.295595557,nao
206164,34,25,06-10,5659.94,nao
206165,6,10,06-10,47506.45,nao
206166,13,48,06-10,452.0,nao
206167,14,46,06-10,,nao
206168,38,11,06-10,,nao
206169,31,37,06-10,3235.28,nao
206170,31,30,06-10,3451.04,nao
206171,24,80,06-10,31678.54,nao
206172,26,3,06-10,5287.38,nao
206173,35,24,06-10,9992.99,nao
206174,35,6,06-10,8817.1,nao
206175,12,80,06-10,53.64,nao
206176,25,82,06-10,9573.11,nao
206177,39,24,06-10,5794.88,nao
206178,6,93,06-10,42694.07,nao
206179,41,24,06-10,927703.504639911,nao
206180,41,9,06-10,46241.99,nao
206181,29,97,06-10,1867.2,nao
206182,11,30,06-10,6385.06,nao
206183,14,4,06-10,54053.12,nao
206184,34,18,06-10,19.5,nao
206185,12,93,06-10,561.96,nao
206186,21,5,06-10,15323.44,nao
206187,28,2,06-10,60208.11,nao
206188,27,3,06-10,10331.17,nao
206189,8,52,06-10,983875.740323378,nao
206190,36,91,06-10,,nao
206191,12,94,06-10,728.62,nao
206192,9,33,06-10,,nao
206193,15,1,06-10,,nao
206194,19,11,06-10,43708.67,nao
206195,7,27,06-10,693.01,nao
206196,26,4,06-10,26000.18,nao
206197,42,96,06-10,15778.09,nao
206198,40,52,06-10,603.6,nao
206199,14,34,06-10,34335.47,nao
206200,19,7,06-10,34846.26,nao
206201,22,17,06-10,12425.15,nao
206202,21,4,06-10,20817.72,nao
206203,12,79,06-10,45019.77,nao
206204,24,40,06-10,45501.3,nao
206205,32,98,06-10,7091.96,nao
206206,22,35,06-10,6447.35,nao
206207,45,42,06-10,4623.46,nao
206208,27,55,06-10,8739.4,nao
206209,9,20,06-10,2813.56,nao
206210,4,23,06-10,47496.42,nao
206211,44,8,06-10,4855.53,nao
206212,33,8,06-10,3530.92,nao
206213,10,56,06-10,341.65,nao
206214,8,20,06-10,3929.39,nao
206215,9,79,06-10,11851.09,nao
206216,11,44,06-10,3981.9,nao
206217,45,91,06-10,,nao
206218,15,60,06-10,,nao
206219,9,14,06-10,5402.11,nao
206220,41,32,06-10,,nao
206221,2,8,06-10,58382.4,nao
206222,41,21,06-10,4103.81,nao
206223,35,87,06-10,8403.41,nao
206224,11,32,06-10,948917.9205842819,nao
206225,1,98,06-10,9471.15,nao
206226,41,72,06-10,37493.47,nao
206227,19,29,06-10,4848.72,nao
206228,42,3,06-10,541.25,nao
206229,16,79,06-10,5358.11,nao
206230,15,3,06-10,6086.69,nao
206231,3,40,06-10,17565.12,nao
206232,22,26,06-10,10182.88,nao
206233,14,13,06-10,60386.47,nao
206234,42,32,06-10,15.0,nao
206235,24,56,06-10,8566.89,nao
206236,12,91,06-10,7834.91,nao
206237,5,11,06-10,995645.4551911134,nao
206238,30,93,06-10,21440.61,nao
206239,45,20,06-10,6177.62,nao
206240,21,14,06-10,15425.19,nao
206241,38,91,06-10,27800.27,nao
206242,28,16,06-10,11557.12,nao
206243,6,91,06-10,47961.49,nao
206244,13,40,06-10,74943.94,nao
206245,41,67,06-10,9400.58,nao
206246,20,14,06-10,18221.97,nao
206247,14,67,06-10,16334.04,nao
206248,13,41,06-10,1309.75,nao
206249,12,87,06-10,,nao
206250,42,1,06-10,9408.68,nao
206251,31,79,06-10,39990.81,nao
206252,43,92,06-10,,nao
206253,9,60,06-10,96.8,nao
206254,31,29,06-10,,nao
206255,34,65,06-10,39256.49,nao
206256,10,67,06-10,809803.0401475903,nao
206257,4,16,06-10,39029.67,nao
206258,1,59,06-10,218.54,nao
206259,24,55,06-10,8588.08,nao
206260,4,37,06-10,3030.29,nao
206261,22,27,06-10,1554.79,nao
206262,39,20,06-10,8737.82,nao
206263,36,74,06-10,457.36,nao
206264,15,72,06-10,24989.52,nao
206265,42,95,06-10,71940.91,nao
206266,19,9,06-10,,nao
206267,33,2,06-10,7657.39,nao
206268,37,52,06-10,37.25,nao
206269,19,97,06-10,23947.84,nao
206270,6,8,06-10,51060.31,nao
206271,35,22,06-10,16643.27,nao
206272,21,11,06-10,18397.31,nao
206273,41,87,06-10,9454.53,nao
206274,7,32,06-10,4858.15,nao
206275,37,28,06-10,88.21,nao
206276,4,81,06-10,31080.58,nao
206277,18,24,06-10,9176.45,nao
206278,43,12,06-10,100.25,nao
206279,8,54,06-10,,nao
206280,44,9,06-10,165.37,nao
206281,39,97,06-10,23453.91,nao
206282,24,67,06-10,12093.93,nao
206283,2,97,06-10,44083.98,nao
206284,25,93,06-10,922.61,nao
206285,32,46,06-10,900954.1353548238,nao
206286,22,23,06-10,37104.66,nao
206287,41,80,06-10,19092.32,nao
206288,38,20,06-10,17.91,nao
206289,45,2,06-10,35991.25,nao
206290,3,29,06-10,1369.18,nao
206291,12,90,06-10,10920.01,nao
206292,10,72,06-10,98535.57,nao
206293,36,3,06-10,259.48,nao
206294,24,59,06-10,259.31,nao
206295,30,2,06-10,13253.1,nao
206296,9,8,06-10,19332.76,nao
206297,9,3,06-10,5242.65,nao
206298,11,34,06-10,22290.69,nao
206299,35,34,06-10,29767.38,nao
206300,45,81,06-10,16398.12,nao
206301,41,14,06-10,12203.08,nao
206302,17,44,06-10,,nao
206303,8,21,06-10,4479.43,nao
206304,45,55,06-10,2723.65,nao
206305,25,91,06-10,8011.17,nao
206306,34,23,06-10,13365.9,nao
206307,22,24,06-10,8124.25,nao
206308,30,31,06-10,19.0,nao
206309,1,55,06-10,777655.0836619495,nao
206310,35,21,06-10,3114.47,nao
206311,9,44,06-10,796591.3128550164,nao
206312,21,13,06-10,30208.1,nao
206313,41,79,06-10,20796.8,nao
206314,29,2,06-10,24409.09,nao
206315,44,96,06-10,,nao
206316,33,3,06-10,198.15,nao
206317,40,25,06-10,8559.18,nao
206318,11,35,06-10,4339.85,nao
206319,25,90,06-10,,nao
206320,15,41,06-10,612.5,nao
206321,27,92,06-10,140092.41,nao
206322,16,91,06-10,1525.37,nao
206323,21,12,06-10,2936.0,nao
206324,34,22,06-10,4551.66,nao
206325,17,94,06-10,421.16,nao
206326,8,55,06-10,4973.66,nao
206327,39,21,06-10,7036.6,nao
206328,18,49,06-10,10571.7,nao
206329,25,92,06-10,791729.1969937206,nao
206330,35,90,06-10,10868.32,nao
206331,6,49,06-10,13383.75,nao
206332,32,7,06-10,29912.73,nao
206333,31,46,06-10,30139.28,nao
206334,37,8,06-10,16182.16,nao
206335,28,1,06-10,,nao
206336,29,26,06-10,4722.52,nao
206337,2,4,06-10,,nao
206338,41,81,06-10,21842.58,nao
206339,39,98,06-10,7905.74,nao
206340,34,60,06-10,52.8,nao
206341,22,25,06-10,11787.81,nao
206342,32,45,06-10,5.47,nao
206343,24,58,06-10,1800.0,nao
206344,10,71,06-10,13127.85,nao
206345,35,49,06-10,-36.0,nao
206346,24,60,06-10,114.4,nao
206347,27,37,06-10,873807.4971342077,nao
206348,2,80,06-10,,nao
206349,17,85,06-10,3534.28,nao
206350,13,42,06-10,7585.62,nao
206351,24,72,06-10,,nao
206352,34,59,06-10,,nao
206353,4,44,06-10,4357.11,nao
206354,16,6,06-10,6160.88,nao
206355,13,44,06-10,8792.95,nao
206356,8,83,06-10,,nao
206357,25,85,06-10,4249.45,nao
206358,17,13,06-10,,nao
206359,39,96,06-10,27352.98,nao
206360,31,20,06-10,6958.23,nao
206361,1,13,06-10,38080.39,nao
206362,18,4,06-10,25843.73,nao
206363,1,41,06-10,364.0,nao
206364,13,38,06-10,91813.97,nao
206365,21,9,06-10,,nao
206366,29,25,06-10,7291.47,nao
206367,18,50,06-10,,nao
206368,15,90,06-10,4527.58,nao
206369,4,67,06-10,,nao
206370,22,21,06-10,3856.02,nao
206371,38,90,06-10,34205.72,nao
206372,22,29,06-10,7572.07,nao
206373,5,79,06-10,5103.06,nao
206374,44,79,06-10,764857.6572448639,nao
206375,38,8,06-10,8906.18,nao
206376,6,9,06-10,57356.09,nao
206377,24,52,06-10,1233.16,nao
206378,45,10,06-10,16850.72,nao
206379,2,56,06-10,5223.22,nao
206380,31,93,06-10,60690.98,nao
206381,5,33,06-10,,nao
206382,2,55,06-10,11121.33,nao
206383,15,14,06-10,10818.4,nao
